ID,English,French,MSA,POS,Easy_target,Medium_target,Hard_target,Easy_distractor,Medium_distractor,Hard_distractor
117,accident,accident,حادِث,NOUN,اكسيدون,دعمة,كسدة,سير [rand],فوطو [hard],دعم [edit]
118,order,commande,طَلَب,NOUN,اوردر,امر,,طريق [rand],ركنة [hard],امم [edit]
120,beef,boeuf,لَحْم بَقَرِيّ,ADJ,لحم عجل,بقري,شمبري,عكس [rand],هايل [hard],عدل [edit]
123,bus,bus,حافِلَة,NOUN,بص,بوس,كار,الجامارك [rand],لنسس [hard],كبوس [edit]
124,local,local,مَحَلِّيّ,ADJ,بلدي,منزلي,موضعي,حلو [rand],مزبوط [hard],عمومي [edit]
131,steak,steak,شَرِيحَة لَحْم,NOUN,ستيك,شطفة لحم,بفتيك,طول [rand],دوخة [hard],لمة [edit]
135,foreign,étranger,أَجْنَبِيّ,ADJ,خارجي,براني,افرنجي,شومة [rand],قنين [hard],واجد [edit]
136,use,usage,ٱِسْتِخْدام,NOUN,استعمال,استغلال,ستعمال,كما [rand],مكافأة [hard],استاذة [edit]
137,natural,naturel,طَبِيعِيّ,ADJ,عادي,ناتورال,فطري,بخير [rand],مخطي [hard],داوي [edit]
140,hear,entendre,سَمِع,VERB,تسمع,فهم,تصنت,راح [rand],حدف [hard],اتصنت [edit]
142,view,vue,مَنْظَر,NOUN,مشهد,فيو,فرجة,منتزه [rand],كومبليتلي [hard],طبلة [edit]
143,coat,manteau,مِعْطَف,NOUN,كوت,جاكيتة,بالطو,برمي [rand],رخص [hard],سفرة [edit]
148,class,classe,دَرَجَة,NOUN,مستوى,مكانة,طراز,اخت [rand],النجدة [hard],مكان [edit]
149,shirt,chemise,قَمِيص,NOUN,شميز,فنيلة,قمجة,تحويل [rand],نسمة [hard],سوري [edit]
151,watch,regarder,شاهَد,VERB,شاف,ابصر,دحج,غفى [rand],فركس [hard],راعى [edit]
156,arm,bras,ذِراع,NOUN,ايد,ساعد,دراع,لقاء [rand],تفاهمنا [hard],ازيد [edit]
159,lock,enfermer,أَغْلَق,VERB,سكر,شد,طفى,لزم [rand],شل [hard],تربع [edit]
160,child,enfant,طِفْل,NOUN,فرخ,بيبي,صبي,فوق العين والراس [rand],امة [hard],اهل [edit]
161,room,chambre,غُرْفَة ، حُجْرَة,NOUN,بيت,دار,صفة,موقف [rand],اكوتي [hard],صفحة [edit]
164,friend,ami,صَدِيق,NOUN,امي,خبير,زميل,باتو [rand],كبوت [hard],ميل [edit]
166,side,côté,جانِب,NOUN,طرف,ناحية,صفحة,ولا مرة [rand],ذاحين [hard],اكوتي [edit]
170,different,différent,مُخْتَلِف,ADJ,غير,عكس,متفاوت,ظريف [rand],بروحه [hard],خير [edit]
171,shower,douche,دُوش,NOUN,حمام,شاور,بانيو,امي [rand],مشاي [hard],شاذر [edit]
173,country,pays,بَلَد,NOUN,دولة,قطر,ديرة,اكد تاني [rand],فحال [hard],دوخة [edit]
174,new,nouveau,جَدِيد,ADJ,حديث,جديد لنج,مودرن,وحيد [rand],ملايم [hard],فطري [edit]
175,bottle,bouteille,زُجاجَة,NOUN,بطل,قزازة,غرشة,فورمة [rand],سمطة [hard],اجازة [edit]
178,street,rue,شارِع,NOUN,طريق,زنقة,زاروب,طول [rand],مساحة [hard],طريقة [edit]
179,trip,voyage,رِحْلَة,NOUN,سفرة,طلعة,جولة,قيلولة [rand],هليوم [hard],شوفة [edit]
182,night,nuit,لَيْل,NOUN,مسا,عشا,فالليل,باباة [rand],اهلين [hard],مسار [edit]
183,place,endroit,مَكان,NOUN,موقع,جهة,دعنة,بعد الظهر [rand],ابوبري [hard],موضوع [edit]
184,sure,sûr,مُتَأَكِّد,ADJ,اكيد,من جد,متيقن,اخير [rand],نورمال [hard],عن جد [edit]
190,double,double,مُزْدَوِج,ADJ,مضاعف,ثنين,زوز,خطير [rand],دوني [hard],عجوز [edit]
191,meal,repas,وَجْبَة,NOUN,صحن,فطور,روبى,احين [rand],ثنية [hard],مشكلة [edit]
192,doctor,médecin,طَبِيب,NOUN,دكتور,حكيم,تكتور,ثوب [rand],ابلة [hard],دحدورة [edit]
193,police,police,شُرْطَة,NOUN,بوليس,درك,لابوليس,توبيس [rand],جماعة [hard],دري [edit]
195,boat,bateau,قارِب,NOUN,زورق,فلوكة,طراد,بلاج [rand],كلاو [hard],باسبور [edit]
199,letter,lettre,خِطاب,NOUN,مكتوب,كلمة,قرطاسة,اليوم [rand],زحلقة [hard],ورطة [edit]
200,hat,chapeau,قُبَّعَة,NOUN,شابو,كاسكيت,كلاو,مال [rand],دهداشة [hard],حاشية [edit]
202,soup,soupe,حَساء,NOUN,شربة,مرقة,صوبة,زاد يأكد [rand],شنتي [hard],صوب [edit]
203,clothes,vêtement,مَلابِس,NOUN,هدوم,كسوة,قش,بسبور [rand],اوكازيون [hard],اياب [edit]
205,dish,plat,طَبَق,NOUN,صحن,تبسي,صينية,خدمة [rand],اطلاقآ [hard],ميلة [edit]
207,form,formulaire,ٱِسْتِمارَة,NOUN,نموذج,ورقة,اورنيك,برت [rand],مسواق [hard],كيشة [edit]
209,"want , would like",vouloir,أَراد ، وَدّ ، رَغِب,VERB,حب,كان مشتهي,اشتى,استمر [rand],علل [hard],كان عنده [edit]
211,smoking,fumer,تَدْخِين,NOUN,دخان,شراب السجاير,دوخة,بابا [rand],بوندون [hard],كيف [edit]
212,sit,se asseoir,جَلَس,VERB,قعد,تربع,كدس,حفظ [rand],احترف [hard],اتريع [edit]
214,"best , better",meilleur,أَفْضَل,ADJ,احسن,خير,ازبط,كتيير ظريف [rand],ملايم [hard],خطير [edit]
217,seem,sembler,بَدا,VERB,شكله,كان شكل,تهايا,اشتغل ب+ [rand],تحين [hard],كان قايل [edit]
218,operator,opérateur,عامِل ال+ تِلِفُون,NOUN,عامل التلفون,عامل المقسم,المرة,شوميز [rand],جوج [hard],استعلام [edit]
219,explain,expliquer,شَرَح,VERB,وضح,فصل,علل,صار [rand],طبش [hard],ناول [edit]
220,depend,dépendre,تَوَقَّف عَلَى,ADP,اعتمد,قايم على,اتكل,بالاضافة ل+ [rand],قاصد [hard],عمل [edit]
222,table,table,مائِدَة,NOUN,طاولة,طبلية,تخت,مسار [rand],صبية [hard],سفرية [edit]
224,stomach,estomac,مَعِدَة,NOUN,بطن,كرشة,ليسطومة,حكاية [rand],حسي [hard],كرة [edit]
226,steal,voler,سَرَق,VERB,باق,اختلس,شل,بركن [rand],بز [hard],طلب [edit]
227,give,donner,أَعْطَى,VERB,جاب,هز,مكن,سمع [rand],عطل [hard],نال [edit]
228,seat,place,مَقْعَد,NOUN,مكان,محل,دكة,بلا [rand],غاشي [hard],كان [edit]
230,size,taille,مَقاس ، حَجْم,NOUN,طول,كبر,قامة,حلو [rand],قازوز [hard],تاير [edit]
231,"speak , talk",parler,تَحَدَّث ، تَكَلَّم,VERB,قال,اتحاكى,تجابر,رد باله [rand],قمبر [hard],تكى [edit]
232,look for,chercher,بَحَث,VERB,فتش,ابصر وين,لوج,تحكى [rand],ادرج [hard],تحرك [edit]
233,maybe,peut-être,رُبَّما,ADV,امكن,قد يكون,بيجوز,كام [rand],هناكه [hard],بالاك [edit]
235,case,cas,حالَة,NOUN,كيس,قضية,مسألة,زند [rand],حقو [hard],تقضية [edit]
236,bed,lit,سَرِير,NOUN,فرش,عن قريب,ناموسية,عند [rand],بروموسيون [hard],مدام [edit]
237,driver 's license,permis de conduire,رُخْصَة قِيادَة,NOUN,رخصة,برمي,اجازة,اريفي [rand],معليه [hard],رخص [edit]
238,wonderful,merveilleux,رائِع,ADJ,هايل,شي كبير,بيعقد,اعزب [rand],احلى [hard],يهبل [edit]
239,plate,assiette,طَبَق,NOUN,صحن,ماعون,وعا,دكتور [rand],خالة [hard],صالة [edit]
241,lipstick,rouge à lèvre,أَحْمَر ال+ شِفاه,NOUN,روج الافر,احمر شفايف,بترة,جنب [rand],شفار [hard],عوار [edit]
242,call,appel,مُكالَمَة,NOUN,اتصال,مخابرة,تعيطة,معلقة [rand],فارمشيا [hard],اكال [edit]
244,fever,fièvre,حُمَّى,NOUN,حرارة,سخانة,حرارة مرتفعة,مشي طوالي [rand],شأن [hard],صونية [edit]
245,old,vieux,قَدِيم,ADJ,عتيق,عجوز,شارف,مقابل [rand],مقابيل [hard],خايب [edit]
248,picture,photo,صُورَة,NOUN,تصويرة,رسمة,تابلوه,مطلب [rand],غرشة [hard],نسمة [edit]
249,line,ligne,خَطّ,NOUN,سطر,صف,طابور,نيني [rand],آنسة [hard],سراق [edit]
250,serve,servir,قَدَّم,VERB,ضيف,سيرفى,دنى,فصل [rand],وفى [hard],قدم [edit]
251,idea,idée,فِكْرَة,NOUN,ايدي,راي,شور,تأكد مرة ثانية [rand],روحة [hard],دور [edit]
254,pay,payer,دَفَع,VERB,خلص,تك,اوفى,الظاهر [rand],جرا [hard],وفى [edit]
259,people,gens,ناس,NOUN,اهل,رجال,جماعة,معروف [rand],تكتور [hard],واد [edit]
260,subway,métro,مِتْرُو ال+ انَفَاق,NOUN,مترو الانفاق,قطار الانفاق,نفق,مومون [rand],صفحة [hard],نفس [edit]
261,"baggage , luggage",bagage,مَتاع,NOUN,اغراض,شناطي,شواكيش,بيت [rand],قالب [hard],جنطة [edit]
263,right,bon,صَحِيح,ADJ,صح,كاين منها,باهي,نار [rand],بيجوز [hard],حقيقة [edit]
265,price tag,étiquette de prix,بِطاقَة ال+ سِعْر,NOUN,سعر,كرت,علامة,حال [rand],صحلة [hard],تيكا [edit]
266,put,mettre,وَضَع,VERB,حط,ترك,ذب,التحق [rand],شبح [hard],دعم [edit]
268,aisle,couloir,مَمَرّ,NOUN,كولوار,ممشى,مخطف,دوتي فري [rand],بالمرة [hard],حارة [edit]
270,wonder,demander,تَساءَل,VERB,استغرب,تعجب,استفسر,خلاص [rand],تحرى [hard],احتاج [edit]
272,join,joindre,ٱِنْضَمّ,VERB,اشترك,انتمى,ولى,سيب [rand],باصر [hard],دخلي [edit]
274,family,famille,أُسْرَة,NOUN,عايلة,ناس البيت,لافامي,بلاصة [rand],سقد [hard],بيات [edit]
275,building,bâtiment,مَبْنَى,NOUN,عمارة,بنيان,موبل,تغيير [rand],زاروب [hard],امارة [edit]
276,help,aide,مُساعَدَة,NOUN,دعم,مساندة,نجدة,تاي [rand],شافع [hard],دعمة [edit]
277,what time,à quelle heure,مَتَى,ADV,الساعة كم,متين,احين,بركة [rand],مام [hard],بقداش [edit]
278,break,casser,كَسَر,VERB,خرب,صار رجيع,حطم,كبس [rand],استدعى [hard],دردش [edit]
280,start,commencer,بَدَأ,VERB,ابتدا,شرع,كماصا,عن باله [rand],راعى [hard],بدى [edit]
281,send,envoyer,أَرْسَل,VERB,ودى,وجه,صافط,لاقى [rand],تصنت [hard],طرح [edit]
283,ready,prêt,جاهِز,ADJ,مستعد,مجهز,واتي,اعتيادي [rand],بالتمام والكمال [hard],وافد [edit]
284,dress,robe,فُسْتان,NOUN,روبة,ثوب نسائي,كسوة,فيلم [rand],تلميد [hard],روضة [edit]
287,customs,douane,ال+ جَمارِك,NOUN,ديوانة,الرسوم,التفتيش,دار مكالمة [rand],بساعتي [hard],المرة [edit]
289,center,centre,مَرْكَز,NOUN,سنتر,مقر,فسط,تحويل [rand],التفتيش [hard],ورطة [edit]
290,prescription,ordonnance,رُوشِتَّة ، وصفة دواء,NOUN,وصفة,اردوننس,ورقة الدوا,بمب [rand],معليه [hard],ارجونس [edit]
292,good,bon,جَيِّد,ADJ,جميل,بخير,يشهي,بالله [rand],افرنجي [hard],شهي [edit]
294,do you mind,ça vous déranger,هَلْ تُمانِع,VERB,لو سمحت,عفوا,وخا,طاح [rand],عباله [hard],اسمح [edit]
295,problem,problème,مُشْكِلَة,NOUN,اشكالية,ورطة,بلشة,ما عليه جمارك [rand],حسي [hard],اكال [edit]
298,include,comprendre,شَمِل,VERB,اشتمل,فيه,خشش,اتحمل [rand],ضن [hard],استوى [edit]
300,hot,chaud,ساخِن,ADJ,حامي,يحرق,ملهلب,نوفي [rand],نضيف [hard],حر [edit]
303,return,retour,عَوْدَة,NOUN,رجوع,ردة,اياب,طرابيزة [rand],بوليصة [hard],تياب [edit]
304,elevator,ascenseur,مِصْعَد,NOUN,سانسور,صونصير,اصنصيل,كيف [rand],تدبير [hard],سي سور [edit]
305,business,affaire,عَمَل,NOUN,شغل,افير,مهمة,سخانة [rand],طراز [hard],هدمة [edit]
306,find,trouver,وَجَد,VERB,لقي,جبر,صاب,سلك [rand],غزر [hard],صايب [edit]
307,stop,arrêter,تَوَقَّف,VERB,حبس,اتعطل,تبسمر,رمى [rand],رضى [hard],حوس [edit]
310,see,voir,رَأَى,VERB,شاف,نظر,رابى,تلفن [rand],استخبر [hard],طلع [edit]
311,suggest,suggérer,ٱِقْتَرَح,VERB,عرض,طرح,وصى,نفع [rand],هارج [hard],قفل [edit]
312,floor,étage,طابِق,NOUN,دور,ايتاج,طاق,سبور [rand],قضيان [hard],طبق [edit]
314,go,aller,ذَهَب,VERB,مشي,رحل,ضوى,ترك [rand],نشد [hard],وكل [edit]
317,keep,garder,ٱِحْتَفَظ,VERB,حفظ,حافض على,دعى,جلس [rand],اشر [hard],بغى [edit]
318,jacket,veste,سُتْرَة,NOUN,جاكت,قميص,كبوت,بردو [rand],بطرف [hard],ليستة [edit]
322,like,aimer,أَحَبّ,VERB,اعجب,بغى,اشتا,ترك [rand],ضهر [hard],اشتى [edit]
323,ask,demander,سَأَل,VERB,طلب,استفسر,سقسى,خدم [rand],خشش [hard],تطلب [edit]
324,exchange,change,صَرْف,NOUN,تبديل,شونج,مقايضة,لا ورا [rand],هلئيتي [hard],تحصيل [edit]
326,rent,louer,ٱِسْتَأْجَر,VERB,اجر,كرى,ستقعد,فتت [rand],انولا [hard],درى [edit]
327,departure,départ,مُغادَرَة,NOUN,انطلاق,طلوع,شومة,تنزيل [rand],حارة [hard],طلة [edit]
332,box,boîte,صُنْدُوق,NOUN,كرتون,علبة,باكو,عند [rand],مكافأة [hard],حارة [edit]
334,work,travail,عَمَل,NOUN,دوام,موضوع,كد,مسا [rand],برنوص [hard],مرة [edit]
338,press,appuyer,ضَغَط,VERB,زر,عصر,سدك,عمر [rand],خزر [hard],تحكى [edit]
340,follow,suivre,ٱِتَّبَع,VERB,لحق,راقب,ترصد,قال [rand],بغى [hard],لاح [edit]
341,list,liste,قائِمَة,NOUN,جدول,لايحة,فهرس,عن اذنك [rand],برادات [hard],كشن [edit]
343,exit,sortie,خُرُوج,NOUN,منفذ,طلعة,صرفة,شغل [rand],ناحية [hard],صرف [edit]
344,front,"en face de , face à",أَمام,NOUN,مقدمة,مقابيل,فوش,دابا [rand],لاسطومة [hard],ابال [edit]
345,single,simple,مُفْرَد,ADJ,وحيد,فردي,مفرداني,احتمال [rand],سوى [hard],ردي [edit]
346,part,partie,جُزْء,NOUN,طرف,حصة,نتفة,كوب [rand],وصلة [hard],شومة [edit]
347,use,utiliser,ٱِسْتَخْدَم,VERB,خدم,شغل,تعاطى,بات [rand],ولى [hard],توظف [edit]
349,drink,boisson,مَشْرُوب,NOUN,شراب,بواسون,حاجة نشربها,مشي [rand],فندم [hard],شرحة [edit]
350,great,génial,عَظِيم,ADJ,مهم,شي كبير,موش نرمال,سهران [rand],يهبل [hard],خير [edit]
351,drop,tomber,سَقَط,VERB,طاح,تفلت,نكع,سلم [rand],قمعز [hard],طحبش [edit]
352,happen,passer,حَدَث,VERB,جرى,طرى,داز,كماندا [rand],افتك [hard],استنى [edit]
353,change,monnaie,فَكَّة,NOUN,صرافة,تبديل,فراطة,نازولة [rand],اوكازيون [hard],جردة [edit]
355,fill,remplir,مَلَأ,VERB,ترا,حشا,ترس,دار [rand],جنط [hard],اول [edit]
356,ticket,billet,تَذْكَرَة,NOUN,تكت,بطاقة دخول,بيي,سرفيس [rand],طرن [hard],بيت [edit]
357,other,autre,أُخْرَى,ADJ,غير,واحد آخر,لاخ,رهيب [rand],رباعة [hard],باهي [edit]
360,have,devoir,ٱِضْطَرّ,VERB,كان لازم,كان خاصه,تلز,اخذ [rand],نشد [hard],تلا [edit]
361,by the way,au fait,بِ+ ال+ مُناسَبَة,NOUN,بالمناسبة,حقا,لعلمك,صف [rand],التفتيش [hard],حكة [edit]
366,order,commander,طَلَب,VERB,امر,كلف,فوض,سرد [rand],توظف [hard],كماصا [edit]
368,full,complet,كامِل,ADJ,مملي,ممتلي,متروس,واثق [rand],حبة [hard],مزيان [edit]
369,finish,finir,ٱِنْتَهَى,VERB,فنش,تم,انعدم,بات [rand],عطل [hard],الا [edit]
371,moment,moment,لَحْظَة,NOUN,دقيقة,شوي,نوبة,تمام [rand],معلوم [hard],ثنية [edit]
372,time,temps,وَقْت,NOUN,حين,زمن,اوان,جماعة [rand],الليلة بالمسا [hard],ساعد [edit]
373,know,"savoir , connaître",عَرَف,VERB,دري,سمع,استخبر,هات [rand],اتسدح [hard],عن باله [edit]
374,do,faire,فَعَل ، قام بِ+,ADP,نفذ,قام,سبر,مثل [rand],الساعة [hard],لاما [edit]
381,food,cuisine,طَعام,NOUN,اكال,ماكلة,طياب,مرسي عليك [rand],سالفة [hard],لمة [edit]
382,leave,partir,غادَر,VERB,راح,فات,هج,احتار [rand],طبش [hard],طالع [edit]
383,"too , also",aussi,أَيْضاً,ADV,حتى,ثاني,همين,متين [rand],منناك [hard],بالك [edit]
384,last,dernier,ماضِي,ADJ,اللي فات,فايت,اخراني,تمام [rand],باهي [hard],خير [edit]
386,need,falloir,ٱِحْتاج,VERB,لزم,اعتاز,بغى,تتبع [rand],استاخ [hard],قلب [edit]
387,money,argent,نُقود,NOUN,فلوس,بيس,مصاري,قلب [rand],ساكوات [hard],بيات [edit]
389,lady,dame,سَيِّدَة,NOUN,مادام,مدموزيل,حرمة,محطة التكسي [rand],مطهار [hard],وليمة [edit]
390,style,style,طِراز,NOUN,موديل,نمط,صورة,فاميلية [rand],بترة [hard],ستيلو [edit]
392,report,rapport,تَقْرِير,NOUN,رابور,بلاغ,نبأ,مستعجل [rand],سبوح [hard],ربيان [edit]
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,انبسط,عيش حياتك,زهى,حضر [rand],اغاث [hard],توجس [edit]
395,person,personne,شَخْص,NOUN,مخلوق,رجال,نسمة,ويكاند [rand],بقعة [hard],حداق [edit]
399,way,chemin,طَرِيق,NOUN,سبيل,خط,مسرب,بدالة [rand],زيادة [hard],طريق [edit]
400,turn,tourner,ٱِتَّجَه,VERB,دور,افتر,احترف,خطي [rand],جمد [hard],دخلي [edit]
401,glass,verre,كُوب,NOUN,كاس,قلص,جلاص,دخان [rand],بيريه [hard],مرقة [edit]
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,طب,اذا,عب,بعد كده [rand],اومبعد [hard],ف+ [edit]
405,show me,montres moi,أرِ +نِي,PRON,بين لي,ظهر لي,ارجيني,عليك الله [rand],اينيه [hard],روحي [edit]
406,work,"marcher , travailler",عَمِل,VERB,اشتغل,مارس,كد,اتخلى [rand],حتر [hard],وظف [edit]
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,كلم,خابر,زهم,قيم [rand],تلز [hard],ادى [edit]
410,let,laisser,دَعّ,VERB,خلى,خل,دخلي,فرح [rand],فوض [hard],اتريع [edit]
412,tonight,ce soir,ال+ لَيْلَة,NOUN,الليلة,اليوم فالليل,العشية,مرة واحدة [rand],قازوز [hard],عشية [edit]
414,discount,remise,خَصْم,NOUN,رميز,تنزيلات,اوكازيون,بالحق [rand],خطية [hard],قسم [edit]
415,kind,genre,نَوْع,NOUN,صنف,شكل,قالب,حمير [rand],كردور [hard],طراد [edit]
419,come,venir,أَتَى ، حَضَر ، جاء,VERB,وصل,تفضل,مرق,لاقى [rand],اتوهم [hard],فصل [edit]
420,think,croire,ٱِعْتَقَد,VERB,اتصور,عن باله,مخمخ,تفقد [rand],صحح [hard],كان عايز [edit]
422,"store , shop",magasin,مَتْجَر ، مَحَلّ,NOUN,دكان,تكان,برادات,سلفية [rand],بيما [hard],دخان [edit]
423,"just , only",seulement,فَقَط,ADV,بس,برك,اكهو,ماكو [rand],مام [hard],امكن [edit]
424,large,grand,كَبِير,ADJ,ضخم,عود,شحط,مو زين [rand],اسكه [hard],نود [edit]
425,"have , get",avoir,حَصَل,VERB,جاب,كان,احتكم,خلف [rand],انعدم [hard],ناول [edit]
426,make a call,passer un appel,أَجْرَى مُكالَمَة,NOUN,طلب,سوى اتصال,زهم,مرقة [rand],دحين [hard],ضر [edit]
427,tell,indiquer,أَخْبَر,VERB,قال,وصل,نبا,حصل [rand],انفيتا [hard],تحاكى [edit]
428,check,vérifier,فَحَص,VERB,راجع,قلب,تمم,ابصر [rand],تلز [hard],راعى [edit]
429,"stay , remain",rester,مَكَث,VERB,فضل,تم,استنى,بان كشغل [rand],فوض [hard],بدى [edit]
430,beautiful,beau,جَمِيل,ADJ,وسيم,مزيان,زاز,مكيف [rand],متيقن [hard],داوي [edit]
432,please,"s' il vous plait , veuillez",مِن فَضْل +ك,PRON,لو سمحت,من رخصتك,اترجاك,انهي [rand],تبعكم [hard],شنوا [edit]
433,have,avoir,لَدَى,NOUN,عند,معه,بيملك,فنجان [rand],سيرة [hard],طرف [edit]
435,excuse me,excuser moi,ال+ مَعْذِرَة,NOUN,سامحني,سمحوا لي,المعذرة,مرأة [rand],استنفاع [hard],معليه [edit]
436,sorry,désoler,آسِف,NOUN,متأسف,عذرا,معلهش,ربيع [rand],تركينة [hard],المرة [edit]
437,today,aujourd'hui,ال+ يَوْم,NOUN,اليوم,ذا اليوم,الليلة,لا مؤاخذة [rand],خضرة [hard],ايوه [edit]
439,very,très,جِدّاً ، ل+ ال+ غاية,NOUN,قوي,كثير,خيرات,ستيلو [rand],تطليعة [hard],مرقة [edit]
440,well,eh bien,حَسَناً,NOUN,تمام,الحمد لالله,معله,رسمة [rand],صفحة [hard],كوس [edit]
442,ah!,ah!,أَه!,INTJ,او,اخ,ياح,جاي [rand],ايوة [hard],جاي [edit]
444,is ... true ?,est -ce que ... ?,هَلْ ... ؟ ، أَ+ ... ؟,PART ... ?,هل,صدك,اسكو,تسمح لي [rand],اسكه [hard],نجم [edit]
445,"could you ... ? , can you ... ?",peux -tu ... ?,هَل يُمكِنُ +كَ أن ... ؟,SCONJ ... ?,تقدر,تقدر تسوي,تنجم,,,
447,duty-free,hors taxe,مُعْفَى مِن ال+ جُمْرُك,NOUN,معفي من الجمرك,من غير جمارك,معفي مالجمرك,راي [rand],بيما [hard],ورا [edit]
449,good evening,bonsoir,مَساء ال+ خَيْر,NOUN,مساكم الله بالخير,مساك الله بالخير,ليلتك زينة,بلاش [rand],نمرة [hard],علامة [edit]
451,few,quelque,بِضْع,DET,بعض,قليل,حبة,دي [rand],هذمكا [hard],ذولي [edit]
452,in front,devant,أَمام,NOUN,قدام,مقابل,مقابيل,خالة [rand],عملة [hard],فالواجهة [edit]
453,hello,bonjour,مَرْحَباً,NOUN,سلام,خيرات,ازايك,تاصل [rand],مرواح [hard],اهل [edit]
